Nats Rank,State,School,UT-Austin,Rickards,Palatine,Boyceville,Seven Lakes,Dick Smith,Raymond Park,BirdSO Mini,Fairfax,Westlake,SONI,Camas,Rice,Carnegie-Mellon,Solon IP,Solon Sat,SOLVI,UC Davis,Duke,Ohio State,MIT,UChicago,North Pocono IP,North Pocono Sat,Cornell,High Desert,SOAPS,Princeton,Mentor,Yale,San Marino,Golden Gate,BirdSO Sat,UMSO,SOUP,Northwestern,Mt. Vernon,LA Tech,Mason,Louisville,Lexington
,VA,"Langley H.S. McLean, VA",,7.167034277,,,,,,12.57112575,,,,,,,,,,,,,,,,,,14.91492921,,,,,,,,,,,,,,,
,CA,"Torrey Pines H.S. San Diego, CA",,,,,,,,,,,,,,,,,10.77531257,,,,,,,,,,,,,,,15.52316022,,,,,,,,,
,PA,Seneca H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.51148987,,,,,,,,,,,,
,CA,"San Marino H.S. San Marino, CA",,,,,,,,,,,12.64757173,,,,,,,,,,,,,,,,,,,,14.78096897,,,,,,,,,,
,NY,Division Avenue H.S. NY,,,,,,5.643698898,,,,,,,,,,,,,,15.29829251,,,,,,8.846095945,,8.352217468,,,,,,,,,,,,,
,NY,"Seton Catholic Central H.S. Binghamton, NY",,,,,,9.672672833,,,,,15.28740757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Vernon Hills H.S. IL,,,5.559650192,,,6.285491372,,,,,,,,,,,,,9.205244754,,,10.17822996,,,,,,11.15281264,,,,,,,,11.42187641,,,,,
,OH,Olentangy Orange H.S. OH,,,,,,,,,,15.24779182,,,,,8.543352829,,,,,,,,,,,,,,,,,,,,,,,,,,
,MI,International Academy West MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23681453,,,,,,,
43,LA,Baton Rouge Magnet H.S. LA,,,,,,,,,,,8.154300151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,UT,West H.S. UT,,,,,,,,,,,6.16180039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Perry H.S. OH,,,,,,,,,,13.09054796,,,,,,,,,,,,,,,,,,,13.92278979,,,,,,,,,,,,
,IL,Metea Valley H.S. IL,,,,,,,,,,,,,,,,,,,,,,8.294714099,,,,,,,,,,,,,,15.06159407,,,,,
,NY,Kellenberg Memorial H.S. NY,,,,,,6.014097098,,,,,,,,7.966017673,,,,,,,,,14.47362553,,,,,,,,,,,,10.74202323,,,,,,
,OH,Aurora H.S. OH,,,,,,,,,,10.47917739,,,,,13.72114242,,,,,8.302665546,,,,,,,,,,,,,,,,7.029568964,,,,,
,IN,Bloomington H.S. North IN,,,,,,,7.482207424,,,,14.82555236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Parkland H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,5.240617254,,,,10.49859738,,7.878564213,,,4.827340937,,14.44616917,,,,,,
45,NH,Phillips Exeter Academy NH,,,,,,,,,,,,,,,,,,,,,,,,,2.927062043,,,,,,,,10.58537684,,,,,,,,
,PA,Abington Heights H.S. PA,,,,,,7.239422495,,6.362861062,,,,,,5.727946041,,,,,,,,,,,,,,8.389504153,,2.449637612,,,,,14.64821349,,,,,,
,CA,Foothill H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56494046,,,,,,,,,
,MI,Salem H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53827862,,,,,,,
,CA,"Henry M. Gunn H.S. Palo Alto, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.36927651
,MN,Mounds View H.S. MN,,,,12.13067104,,13.49675279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Waubonsie Valley H.S. IL,,,7.888574524,,,,,,,,14.28189124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GA,"Fulton Science Academy Roswell, GA",,6.445080275,,6.422576793,,,,10.19773894,,,13.84666431,6.899432616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Canal Winchester H.S. OH,,,,,,,,,,,,,,,10.74890682,,,,,8.620711202,,,,,,,,,12.82425063,,,,,,,,,,,,
46,SC,Clinton H.S. SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,MCA for SMET NJ,,,,,,,,,,,,,,,,,,,,,,,,,,14.14724903,,,,,,,,,,,,,,,
,MA,"Boston Latin School Boston, MA",,,,,,,,,,,5.83919304,,,,,,,,,,11.61041753,,,,,,,,,,,,,,,,,,,,13.59255886
,OH,Bio-Med Science Academy OH,,,,,,,,,,,,,,,,11.49372941,,,,,,,,,,,,,13.47123985,,,,,,,,,,,,
,NJ,Union County Vocational-Technical Schools NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.991621676,,,,,13.91726426,,,,,,,,
,IL,"Lane Tech College Prep H.S. Chicago, IL",,,,,,,,,,,7.372683039,,,,,,,,,,,7.23855485,,,,,,,,,,,,,,13.88796336,,,,,
,OH,Walnut Hills H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81871803,,
47,ME,Waynflete Upper School ME,,,,,,,,,,,,,,,,,,,,,13.7832556,,,,,,,,,,,,,,,,,,,,
48,DC,"BASIS Independent Washington, D.C. Washington, DC",,,,,,,,5.745540818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WI,Belleville H.S. WI,,,,9.037896352,,,,,,13.73072653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Pleasant Grove H.S. CA,,,,,,,,6.354634997,,,,,,,,,,10.70960923,,,,,,,,,,,,,,13.37596572,,,,,,,,,
,MO,Clayton H.S. MO,,,,,,,,,,,,,,,,,,,,,,7.743570305,,,,,,,,,,,11.61254589,,,11.54518951,,,,,
,OH,Cleveland Heights H.S. OH,,,,,,,,,,7.395386767,,,,,8.097723397,10.68104147,,,,,,,,,,,,,10.71137266,,,,,,,,,,,,
,PA,State College Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,13.60271479,,,,,,,,,,,,,,
,FL,Florida Atlantic University H.S. FL,,,,,,,,,,,,,,,,,,,,,13.57791845,,,,,,,,,,,,,,,,,,,,
49,CT,Farmington H.S. CT,,,,,,,,,,,10.18525909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Chardon H.S. OH,,,,,,,,,,,,,,,,10.90126913,,,,,,,,,,,,,13.07087083,,,,,,,,,,,,
,OH,Cincinnati Country Day School OH,,6.492645443,,,,,,,,,,,,,,13.45322018,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,"Obra D. Tompkins H.S. Katy, TX",8.469101203,,,,13.39144963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Martin Luther King H.S. Riverside, CA",,,,,,,,,,,13.29159759,,,,,,,,,,,,,,7.027367963,,,,,,,,,,,,,,,,
,OH,St. Henry District H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2879849,,
,CA,"Sunny Hills H.S. Fullerton, CA",,,,,,,,9.389322197,,,9.473470716,,,,,,11.50209318,,,,,,,,,,,,,,,,,,,,,,,,
50,MS,Northwest Rankin H.S. MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,SD,"Brookings H.S. Brookings, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.914528405,,,,,,,,
52,NM,La Cueva H.S. NM,,4.184320844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,OK,Norman North H.S. OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Hinsdale Central H.S. IL,,,13.11320634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Weston H.S. MA,,,,,,,,,,,,,,,,,,,,,13.06692152,,,,,,,,,,,,,,,,,,,,
,CT,Ridgefield H.S. CT,,,,,,,,,,,,,,,,,,,,,12.31645644,,,,,,,,,,,,10.99295461,,,,,,,,
,NJ,Cherry Hill East H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02400744,,,,,,
,MN,"Delano H.S. Delano, MN",,,,4.929761647,,,,,,13.00690228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OK,OSSM OK,,,,,,,,,,,,,,,,,,,1.488981389,,12.91646096,,,,,,,,,,,7.202443082,,,,,,,,,
54,IA,Ames H.S. IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Sheldon H.S. CA,,,,,,,,6.371108451,,,6.82132031,,,,,,,8.430132768,,,,,,,,,,,,,,12.4447276,4.827340937,,,,,,,,
,CA,Valencia H.S. CA,,,,,,,,,,,9.304622356,,,,,,12.8597173,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Neuqua Valley H.S. IL,,,12.84421749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,North Penn H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.222678577,,,,,,,12.82466038,,,,,,
55,ND,"Legacy H.S. Bismarck, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Dulles H.S. TX,,,6.852592097,,7.079768882,,,,,,,,12.7351347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,"Amherst-Pelham Regional H.S. Amherst, MA",,4.517347664,,5.548708491,,,,7.077480447,,,,,,,,,,,,4.627567918,10.75419205,,,,,8.928194283,,7.384082241,,,,,4.827340937,,,,,,,,
,TX,John B. Connally H.S. TX,3.968168893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.57311695
,OH,Brecksville-Broadview Heights H.S. OH,,,,,,,,,,10.33289445,,,,,,10.94640896,,,,6.981016745,,,,,,,,,,,,,,,,,,,,,
,CA,Sequoia H.S. CA,,,,,,,,,,,,,,,,,,8.53981851,,,,,,,,,,,,,,12.52399339,,,,,,,,,
56,AR,Little Rock Central H.S. AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WI,Boyceville H.S. WI,,,,11.27198309,,,,,,,10.96348934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MN,Wayzata H.S. MN,,,,12.38526537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FL,Olympia H.S. FL,,4.963348139,,,,,,,,,12.37956062,,,,,,,,5.828172714,,,,,,,,,,,,,,,,,,,,,,
,DE,Archmere Academy DE,,,,,,,,,,,7.430735661,,,,,,,,,,,,,,,,,,,,,,,,12.37024328,,,,,,
,CA,Davis Senior H.S. CA,,,,,,,,,,,,,,,,,,9.966209021,,,,,,,,,,,,,,12.01385109,,,,,,,,,
,CA,Harvard-Westlake School CA,,,,,,,,7.833163618,,,9.763744192,,,,,,,,,,,,,,,,,,,,10.40580215,,,,,,,,,,
,FL,American Heritage Plantation FL,,,,,,,,,,,12.25588869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,West Liberty-Salem H.S. OH,,,,,,,,,,7.532211684,,,,,,,,,,,,,,,,,,,12.21656555,,,,,,,,,,,,
,ID,Treasure Valley Homeschool ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CT,South Windsor H.S. CT,,,,,,,,,,,8.667004293,,,,,,,,,,12.17252456,,,,,,,,,2.449637612,,,,,,,,,,,
,GA,Westminster Schools GA,,,,9.962328651,,,,,,,,,,,,11.7230943,,,,,,,,,,,,,,,,,,,,,,,,,
57,OR,Westview H.S. OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.698122326,,,,,,,,,,,,,
,PA,Shipley School PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.10806086,,,,,,
,CA,Saint Francis H.S. CA,,,,,,,,,,,4.319008828,,,,,,,7.398425698,,,,,,,,,,,,,,12.10010438,,,,,,,,,
,MA,Newton South H.S. MA,,,,,,,,,,,,,,,,,,,,,12.07175863,,,,,,,,,,,,,,,,,,,,
,PA,Wyoming Area Secondary Center PA,,,,,,3.752329978,,,,,6.433216873,,,,,,,,,,,,12.0515086,,,,,,,,,,,,,,,,,,
,CA,"Walnut H.S. Walnut, CA",,,,,,,,,,,,,,,,,,,1.488981389,,,,,,,,,,,,,,12.02478428,,,,,,,,
,MA,Newton North H.S. MA,,,,,,,,,,,,,,,,,,,,,12.0120959,,,,,,,,,,,,,,,,,,,,
,NY,Goshen H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,,,5.337103656,,,,,,,11.99591325,,,,,,,,
,CA,"Los Alamitos H.S. Los Alamitos, CA",,,,,,,,,,,,,,,,,7.630766101,,,,,,,,5.43330047,,,,,,,,11.9743508,,,,,,,,
,MI,Detroit Country Day Upper School MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93849233,,,,,,,
,CA,"Canyon H.S. San Diego, CA",,,,,,7.842707703,,,,,,,,,,,10.9559044,,,,,,,,8.059824868,,,,,,,,,,,,,,,,
,PA,Allentown Central Catholic H.S. PA,,,,,,4.341848155,,,,,,,,,,,,,,,,,,5.048461288,,,,,,,,,,,11.80109594,,,,,,
,PA,Conestoga H.S. PA,,,,,,6.342736284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.79002549,,,,,,
,DC,"National Cathedral School Washington, DC",,,,,,,,,,,,,,,,,,,,,11.76972108,,,,,,,,,,,,,,,8.225947529,,,,,
,TX,Cypress Woods H.S. TX,,,,,,,,,,,,,5.708853487,,,,,,,,,,,,,,,,,,,,11.74908376,,,,,,,,
,CA,Van Nuys H.S. CA,,,,,,,,,,11.71556954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FL,"River City Science Academy Jacksonville, FL",,3.775765912,,4.270781163,,4.220802691,,,,,,,,,,,,,,,11.70359905,,,,,,,,,,,,,,,,,,,,
,IN,Whiting H.S. IN,,,,,,,,,,,11.67838608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Dublin Coffman H.S. OH,,,,,,,,,,,,,,,,,,,,11.63502791,,,,,,,,,,,,,,,,,,,,,
,MI,Haslett H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6239616,,,,,,,
,MI,West Michigan Aviation Academy MI,,4.194295388,,,,,,,,,11.61756115,,,,,,,,,,,,,,,,,,,,,,7.981306502,,,,,,,,
,MI,Grosse Pointe South H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61066187,,,,,,,
,ME,Waterville Senior H.S. ME,,,,,,,,,,,,,,,,,,,,,9.879867493,,,,,,,,,,,,,,,,,,,,
,NH,Merrimack H.S. NH,,,,,,,,4.972493849,,,5.801912782,,,,,,,,,,9.426428197,,,,,,,,,,,,5.713319462,,9.750323643,,,,,,
,TX,Cypress Ranch H.S. TX,8.430073086,,,,10.47596798,,,,,,,,7.120720478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,UCVTS NJ,,,,,,,,,,,,,,,,,11.46846133,,,,,,,,,,,,,,,,,,,,,,,,
,PA,"Manheim Central H.S. Manheim, PA",,,,,,5.158758844,,,,,,,,,,,,,,,,,,,,,8.787594508,,,,,,,,11.39453053,,,,,,
,ME,Falmouth H.S. ME,,,,,,,,5.345633682,,,,,,,,,,,,,11.43739955,,,,,,,,,,,,4.827340937,,,,,,,,
,NJ,Westfield H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42400565,,,,,,,,,,,,,
,NY,Chittenango H.S. NY,,,,,,3.856215083,,,,,,,,,,,,,,,11.41948663,,,,,,,,,,,,,,,,,,,,
,CA,"La Cañada H.S. La Cañada Flintridge, CA",,3.63159322,2.960546586,,,,,,,,,,,,,,,,,,,3.329735231,,,,,,,,,,,,,,,,,,,11.38697384
58,MT,Hamilton H.S. MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,Keene Central School NY,,,,,,,,,,,,,,,,,,,,,11.33956798,,,,,,,,,,,,,,,,,,,,
,CA,"Tokay H.S. Lodi, CA",,,,,,,,,,,,,,,,,,9.188844717,,,,,,,,,,,,,,11.00522553,,,,,,,,,
59,VT,Saint Johnsbury Academy VT,,,,,,,,,,,,,,,,,,,,,,,,,2.044018086,,,,,,,,,,,,,,,,
60,WY,"Thunder Basin H.S. Gillette, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NH,Lebanon H.S. NH,,,,,,,,,,,5.686277904,,,,,,,,,,11.13182017,,,,,,,,,,,,,,,,,,,,
,MI,Plymouth H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11469713,,,,,,,
,IL,Illinois Mathematics and Science Academy IL,,,,,,,,,,,,,,,,,,,,,,11.09911744,,,,,,,,,,,,,,,,,,,
,MI,Forest Hills Eastern H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.09040271,,,,,,,
,NH,Bedford H.S. NH,,,,,,,,,,,,,,,,,,,,,11.08106719,,,,,6.088689456,,,,,,,,,,,,,,,
,CA,West H.S. CA,,,,,,5.708462656,,,,,11.0573633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Irvine H.S. Irvine, CA",,1.898065712,,,,,,8.746103506,,,,,,,,,10.86485811,,,,,,,,,,,,,,,,4.827340937,,,,,,,,
,MA,Arlington H.S. MA,,,,,,,,,,,,,,,,,,,,,11.0224372,,,,,,,,,,,,,,,,,,,,
,MA,Wellesley H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.97484431,,,,,,,,
,IL,Lake Forest Academy IL,,,5.956295865,,,,,,,,,,,,,,,,,,,6.875559474,,,,,,,,,,,,,,10.96793004,,,,,
,PA,Haverford H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92884102,,,,,,
,MA,Uxbridge H.S. MA,,,,,,,,,,,,,,,,,,,,,10.90701901,,,,,,,,,,,,,,,,,,,,
,MA,Cambridge Rindge and Latin School MA,,,,,,,,,,,,,,,,,,,,,10.75419205,,,,,,,,,,,,,,,,,,,,
,TN,Cedar Springs Homeschool TN,,,,,,,,8.722821952,,,7.254964268,,,,,,,,,,,,,,,,,8.640224967,,,,,,,,,,,,,
,OH,Stow-Munroe Falls H.S. OH,,,,,,,,,,,,,,,,10.74616977,,,,6.969637745,,,,,,,,,,,,,,,,,,,,,
,NY,Hicksville H.S. NY,,,,,,,,,,,,,,,,,,,,,10.73045211,,,,,,,,,,,,,,,,,,,,
,GA,White H.S. GA,,,,10.71801811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Lancaster H.S. OH,,,,,,,,,,,,,,,,,,,,10.68968189,,,,,,,,,,,,,,,,,,,,,
,OH,Lehman Catholic H.S. OH,,,,,,,,,,,,,,,,,,,,10.67633647,,,,,,,,,,,,,,,,,,,,,
,MO,"Pembroke Hill School Kansas City, MO",,,,,,,,,,,4.695041935,,,,,,,,,,,,,,,,,,,,,,10.6644565,,,,,,,,
,TN,Farragut H.S. TN,,,,,,,,,,,,,,,,,10.65818961,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Wilbraham and Monson Academy MA,,,,,,,,,,,,,,,,,,,,,10.6442952,,,,,,,,,,,,,,,,,,,,
,MN,"Eagan H.S. Eagan, MN",,,,,,,,8.452811987,,,,,,,,,,,,10.48008029,,,,,,,,,,,,,,,,,,,,,
,NY,"Plattsburgh H.S. Plattsburgh, NY",,,,,,7.440517564,,,,,,,,,,,,,5.090238701,,,,,,,,,,,,,,10.641742,,,,,,,,
,VA,"Blacksburg H.S. Blacksburg, VA",,,,,,,,,,,,,,,,,7.054341324,,,,,,,,6.139433383,,,,,,,,,,,,,,,,10.47759746
,MA,Boston University Academy MA,,,,,,,,,,,,,,,,,,,,,10.48359771,,,,,,,,,,,,,,,,,,,,
,CA,Dougherty Valley H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.47759746
,NJ,Tenafly H.S. NJ,,,,,,,,,,,10.47663926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NM,Albuquerque Area Home Schoolers NM,,,,,,,,,,,10.4276622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Westfield H.S. Chantilly, VA",,4.807395943,,7.217312915,,9.163584789,,5.550886697,4.230842019,,,,,,,,5.988112635,,,,,,,,,,,,,,,,,,,,,,,,
,AK,Mat-Su Career and Technical H.S. AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Westview H.S. San Diego, CA",,,,,,,,10.32628187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,JR Masterman School PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30177637,,,,,,
,NJ,Hun School of Princeton NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.527202736,,,,,,,10.28491586,,,,,,
,NC,Green Level H.S. NC,,,,,,,,,,,,,,,,,,,10.233363,5.211301348,,,,,,,,,,,,,,,,,,,,,
,CA,"Cerritos H.S. Cerritos, CA",,,,4.350418452,,,,6.710321051,,,,,,,,,3.902700275,,,7.753169096,,,,,3.184687354,,,,,,,,8.453972707,,,,,,,,
,CA,BASIS Independent H.S. CA,,10.1705602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Arnold O. Beckman H.S. Irvine, CA",,,,,,,,,,,10.09723833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KY,Paul Laurence Dunbar H.S. KY,,,,,,,,,,,,1.942218328,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00873317,
,OH,Lakota East H.S. OH,,,,,,,,,,,,,,,,,,,,10.00204154,,,,,,,,,,,,,,,,,,,,,
,VA,"W.T. Woodson H.S. Fairfax, VA",,,,9.98215418,,,,,4.640278343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Stroudsburg H.S. PA,,,,,,,,,,,,,,,,,,,,,,,9.975066242,,,,,,,,,,,,,,,,,,
,IL,"Walter Payton College Prep H.S. Chicago, IL",,,,,,,,,,,,,,,,,,,,,,9.960746418,,,,,,,,,,,,,,,,,,,
,CT,Guilford H.S. CT,,,,,,4.493112542,,,,,,,,,,,,,,,,,,,,,,,,9.923638327,,,,,,,,,,,
,PA,Philadelphia H.S. for Girls PA,,,,,,4.374575653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.888408479,,,,,,
,PA,Elizabethtown Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,9.831665142,,,,,,,,,,,,,,
,OH,Nordonia H.S. OH,,,,,,,,,,,,,,,8.097723397,,,,,,,,,,,,,,9.380850834,,,,,,,,,,,,
,IL,Beacon Academy IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.244715957,,,9.159513308,,,,,
,WI,Medford Area Senior H.S. WI,,,,8.229749755,,,,,,,8.915802745,,,,,,,,,,,,,,4.547120447,,,,,,,,,,,,,,,,
,TX,Clear Lake H.S. TX,5.90105116,5.994912828,,,,,,,,,,,4.231482457,,,,,,,9.459895479,,,,,,,,,,,,,,,,,,,,,
,PA,State College H.S. PA,,,,,,,,,,,,,,9.700553779,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Indian Hill H.S. OH,,,,,,,,,,,,,,,,,,,,9.66298928,,,,,,,,,,,,,,,,,,,,,
,NY,Francis Lewis H.S. NY,,,,,,,,,,,,,,,,,,,5.345786642,,,,,,,,,,,9.636590938,,,,,,,,,,,
,CA,Flintridge Preparatory School CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.635001993,,,,,,,,,,
,MN,Century H.S. MN,,,,,,,,,,,,,,,,,,,,,,,,,,9.62012934,,,,,,,,,,,,,,,
,NC,Chapel Hill H.S. NC,,,,,,,,,,,,,,,,,,,9.609377451,,,,,,,,,,,,,,,,,,,,,,
,CA,Ukiah H.S. CA,,,,,,,,,,,,,,,,,,5.920647369,,,,,,,,,,,,,,9.591546154,,,,,,,,,
,CA,"Edison H.S. Fresno, CA",,2.808470734,,,,,,,,,,3.057828535,,,,,,,,,,,,,,,,,,,,9.583754483,,,,,,,,,
,MI,Hartland H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.564296397,,,,,,,
,MI,Benzie Central H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.564296397,,,,,,,
,IL,Belvidere North H.S. IL,,,4.891840647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.526709833,,,,,
,IL,Grayslake Central H.S. IL,,,,,,,,,,,,,,,,,,,,,,9.513529232,,,,,,,,,,,,,,,,,,,
,PA,"Pocono Mountain East H.S. Swiftwater, PA",,3.252323318,3.677859635,,,,,,,,7.280797969,,,,,,,,,,,,,4.792842995,,,9.027256176,,,,,,,,,,,,,,
,IL,Crystal Lake Central H.S. IL,,,4.558002569,,,,,,,,,,,,,,,,,,,5.740922812,,,,,,,,,,,,,,9.463479458,,,,,
,CA,"CAMS Carson, CA",,,,,,,,,,,,,,,,,,,,,,,,,,9.45467257,,,,,,,,,,,,,,,
,OH,Loveland H.S. OH,,,,,,,,,,9.445847831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Saint Francis H.S. Sacramento, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.395952741,,,,,,,,
,UT,Waterford School UT,,,,,,,,,,,9.368571651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Santa Teresa H.S. San Jose, CA",,,,5.225033829,,,,,,,,,,,,,,,,,,,,,3.178734668,,,,,,,,9.299763369,,,,,,,,
,OH,Olentangy Liberty H.S. OH,,,,,,,,,,9.294886792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,John Jay H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,,,9.294810956,,,,,,,,,,,,,,,
,PA,Northwestern Lehigh H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,3.873499709,,,9.280356816,,,,,,,,,,,,,,
,NV,"Advanced Technologies Academy Las Vegas, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.260978443,,,,,,,,
,CA,"Silver Creek H.S. San Jose, CA",,,,,,,,4.957448482,,,,,,,,,,6.381142165,,,,,,,,,,,,,,9.245769411,,,,,,,,,
,NY,Lake Placid H.S. NY,,,,,,,,,,,,,,,,,,,,,9.24124488,,,,,,,,,,,,,,,,,,,,
,CA,Livermore H.S. CA,,,,,,,,6.493144214,,,,,,,,,,9.188844717,,,,,,,,,,,,,,,,,,,,,,,
,WA,Interlake H.S. WA,,,,,,,,,,,,9.188186705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Cinco Ranch H.S. TX,,,,,5.106092305,,,,,,,,9.134165579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,Academy for Health and Medical Sciences NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.113174409,,,,,,,,
,CA,Rosemead H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.095980903,,,,,,,,,,
,OH,Walsh Jesuit H.S. OH,,,,,,,,,,,,,,,8.470105065,,,,,,,,,,,,,,7.73968749,,,,,,,,,,,,
,OH,Chagrin Falls H.S. OH,,,,,,,,,,,,,,,8.988539949,,,,,,,,,,,,,,,,,,,,,,,,,,
